,product,category,sub_category,brand,sale_price,market_price,image_url,p_url,type,eancode,rating,description
195,Smartphone Wipes,Cleaning & Household,All Purpose Cleaners,ZEISS,244.3,349,https://www.bigbasket.com/media/uploads/p/mm/40194537_1-zeiss-smartphone-wipes.jpg,https://www.bigbasket.com/pd/40194537/zeiss-smartphone-wipes-30-pcs-box/,Imported Cleaners,Invalid Code,5,"Zeiss individually wrapped Smartphone Wipes provides keep your smartphone and other handheld devices clean for easy viewing. Zeiss wipes will remove the fingerprints and smudges from daily use and won't leave any streaks or residue. They are safe and gentle, so you can clean your device worry-free at home or on the go."
196,Dishwasher Detergent Powder,Cleaning & Household,All Purpose Cleaners,ATOMIC,179.1,199,https://www.bigbasket.com/media/uploads/p/mm/40212907_1-atomic-dishwasher-detergent-powder.jpg,https://www.bigbasket.com/pd/40212907/atomic-dishwasher-detergent-powder-900-g/,Imported Cleaners,8908009966278,,"Atomic dishwasher detergent has the first time clean-up action and its formula cleans the toughest cleaning challenges in INDIA to get your dishes sparkling. Atomic detergent having the cleaning power that gives you the assurance to cook everything you like, suitable for all type of Dishwasher like IFB, Bosch, LG, Siemens, Samsung, Beko, Neff, etc. it can even clean your all type of greasy filter for sparkling dishes & shiny dishwasher. It dissolves much faster than hard-pressed tablets, so they start the process immediately to get the job done. Plus, it is incredibly easy to use. Just put 20g of detergent in your dishwasher detergent dispenser, without un-wrapping & mess. Atomic dishwasher detergent can be used in all type of Dishwasher like:: Bosch, LG, Siemens, Samsung, Beko, Neff, etc. Also, use Atomic Rinse Aid liquid in your detergent for spotless shine challenges."
197,Toilet Seat Sanitiser - Floral,Cleaning & Household,All Purpose Cleaners,Peesafe,160,180,https://www.bigbasket.com/media/uploads/p/mm/40198567_1-peesafe-toilet-seat-sanitiser-floral.jpg,https://www.bigbasket.com/pd/40198567/peesafe-toilet-seat-sanitiser-floral-75-ml/,Toilet Cleaners,8908010245195,4.3,"Unhygienic conditions are a major cause of concern for all. These conditions are not only present in your room or kitchen, but also in your washrooms. Public restrooms of schools, offices, malls or restaurants can pose a threat of toilet borne diseases that can be harmful. With an aim to provide clean and safe urinal experience, Pee Safe’s Toilet Seat Sanitizer is here to the rescue. Pee Safe’s Toilet Seat Sanitiser not only sanitises the toilet seat but also fights with the foul odour present in the washroom. The toilet seat sanitizer protects you from germs and bacteria which are breeding on your toilet seat. Within a few seconds of spraying, the sanitizer works like magic by killing all the bacteria, germs and infection present on the surface, leaving behind the only clean and sanitised seat. The toilet seat sanitiser comes packed with the very refreshing fragrance of mint for an odour-less experience. The product is dermatologically tested ensuring that it is safe for all skin types. For best results, spray on the surface from a distance of 25 cms and wait for 10 seconds for the spray to evaporate."
198,Dishwasher Rinse Aid Liquid,Cleaning & Household,All Purpose Cleaners,SCURE,134.1,149,https://www.bigbasket.com/media/uploads/p/mm/40212912_1-scure-dishwasher-rinse-aid-liquid.jpg,https://www.bigbasket.com/pd/40212912/scure-dishwasher-rinse-aid-liquid-400-ml/,Imported Cleaners,Invalid Code,,"Scure advanced formula cleans and protects your glassware, crockery and cutlery like never before with a unique blend of low foam surfactants and additives designed to reduce surface tension and providing a faster drying time. Why choose Scure RinseAid? 0% Dyes, Fragrances & Chlorine Bleach Natural Bio-Based Product Cleans and protects your glassware, crockery and cutlery Unique formula with low foam surfactants Reduces surface tension Vanishes detergent and food residues Helps to prevent the build-up of lime scale Fights water drops, spots and lime-scale Specially formulated with added glass protection Provides a diamond shine Quick-dry formula actively dries dishes Scure are a leading brand of cleaning products that specialize in high quality, professional cleaning products that are excellent value for money."
199,Dishwasher Detergent - Lemon Fragrance,Cleaning & Household,All Purpose Cleaners,ARNIGO,297,330,https://www.bigbasket.com/media/uploads/p/mm/40208139_1-arnigo-dishwasher-detergent-lemon-fragrance.jpg,https://www.bigbasket.com/pd/40208139/arnigo-dishwasher-detergent-lemon-fragrance-1-kg/,Imported Cleaners,8904362000048,,"Arnigo dishwasher detergent is an extraordinary product made for automatic dishwashers. It has the power of multiple enzymes, shine boosters and anti-redeposition agents that soaks stubborn stains and cleans thoroughly."
200,Dishwasher Detergent Powder,Cleaning & Household,All Purpose Cleaners,SCURE,179.1,199,https://www.bigbasket.com/media/uploads/p/mm/40212910_1-scure-dishwasher-detergent-powder.jpg,https://www.bigbasket.com/pd/40212910/scure-dishwasher-detergent-powder-900-g/,Imported Cleaners,8908009966391,,"Scure’s Enzyme rich formula clean grease and food residue to leave dishes shining clean.
Protect & Shine With 0% Dyes, Fragrances, Chlorine Bleach - For Crystal, Clear Finish- Designed For Use On All Leading Dishwashers.
Natural Bio-Based Product -Free of dyes, chlorine bleach, phosphates & fragrances."
201,Dishwasher Cleaner & Descaler - Removes Lime Scale & Mineral Build Up,Cleaning & Household,All Purpose Cleaners,ARNIGO,585,650,https://www.bigbasket.com/media/uploads/p/mm/40208141_1-arnigo-dishwasher-cleaner-descaler-removes-lime-scale-mineral-build-up.jpg,https://www.bigbasket.com/pd/40208141/arnigo-dishwasher-cleaner-descaler-removes-lime-scale-mineral-build-up-250-g/,Imported Cleaners,8904362000192,,"Arnigo descaler fights to remove the limescale deposited on the drum and other parts of the appliance, thus retaining and restoring original condition of the applicance."
202,Multipurpose Germ Protection Anti-Bacterial Wipes With Lemon Fragrance,Cleaning & Household,All Purpose Cleaners,Corsafe Advance,100,100,https://www.bigbasket.com/media/uploads/p/mm/40208314_1-corsafe-advance-multipurpose-germ-protection-anti-bacterial-wipes-with-lemon-fragrance.jpg,https://www.bigbasket.com/pd/40208314/corsafe-advance-multipurpose-germ-protection-anti-bacterial-wipes-with-lemon-fragrance-25-pcs/,Disinfectant Spray & Cleaners,8906036364180,,"Corsafe advance: Multipurpose germ protection wipes
Proven Formula: Provides 99.9% protection
Alcohol-free Wipes: suitable for all surfaces, indoor & outdoor
Skin-friendly ph
Antibacterial
Refreshing lemon fragrance
Good cleansing action: use on gadgets, toys, furniture, door handles, elevators etc.
25 usable wet wipes of size 150x200 mm"
203,Dishwasher Salt,Cleaning & Household,All Purpose Cleaners,ARNIGO,126,140,https://www.bigbasket.com/media/uploads/p/mm/40208140_1-arnigo-dishwasher-salt.jpg,https://www.bigbasket.com/pd/40208140/arnigo-dishwasher-salt-1-kg/,Imported Cleaners,8904362000000,,Arnigo dishwasher salt softens your water to boost the cleaning performance of your detergent by preventing spots and watermarks on your dishes.
204,Dishwasher - Cleaner,Cleaning & Household,All Purpose Cleaners,Clean N Fresh,279,279,https://www.bigbasket.com/media/uploads/p/mm/40070267_1-clean-n-fresh-dishwasher-cleaner.jpg,https://www.bigbasket.com/pd/40070267/clean-n-fresh-dishwasher-cleaner-250-ml/,Floor & Other Cleaners,Invalid Code,4,Clean 'n Fresh Dishwasher Cleaner leaves dishwasher hygienically clean and fresh after use. It also eliminates grease and limescale.
205,Dishwasher Tablets,Cleaning & Household,All Purpose Cleaners,Cleox,575,575,https://www.bigbasket.com/media/uploads/p/mm/40206242_1-cleox-dishwasher-tablets.jpg,https://www.bigbasket.com/pd/40206242/cleox-dishwasher-tablets-480-g/,Imported Cleaners,Invalid Code,1,"Multifunction dishwasher discs – are the result of modern technology based on the combined action of polishing, softening and cleaning agents. Efficiently removes dirt and stubborn deposits leaving the dishes clean and bright."
206,Meat Wash,Cleaning & Household,All Purpose Cleaners,Saafoo,90,120,https://www.bigbasket.com/media/uploads/p/mm/40199501_1-saafoo-meat-wash.jpg,https://www.bigbasket.com/pd/40199501/saafoo-meat-wash-500-ml/,Disinfectant Spray & Cleaners,8902979036207,3,"Saafoo Meat Wash is made with the goodness of Apple Cider Vinegar, Salt and Turmeric. It effectively removes unwanted surface contaminants such as chemicals and germs (viruses & bacteria). It has no after taste and ensures you get only the natural flavour of meat and seafood. No Bleach. No Soap. No Parabens. No Sulfates. No Artificial colors. No Perfume. No Alcohol."
207,Rinse Aid,Cleaning & Household,All Purpose Cleaners,Clean N Fresh,249,249,https://www.bigbasket.com/media/uploads/p/mm/30006341_2-clean-n-fresh-rinse-aid.jpg,https://www.bigbasket.com/pd/30006341/clean-n-fresh-rinse-aid-500-ml-bottle/,Imported Cleaners,Invalid Code,,Clean & Fresh Rinse Aid leaves dishes smear free and sparkling. It speeds up drying and fights water spots.
208,Dishwasher Salt,Cleaning & Household,All Purpose Cleaners,SCURE,108,120,https://www.bigbasket.com/media/uploads/p/mm/40212911_1-scure-dishwasher-salt.jpg,https://www.bigbasket.com/pd/40212911/scure-dishwasher-salt-900-g/,Imported Cleaners,8908009966407,,"PRUE AND NATURAL SALT WORKS WITH ALL DISHWASHER BRANDS This quality dishwasher salt is 100% pure and will guarantee that your dishwasher works at its maximum performance possible. PURE, CLEAN PRODUCT This 100% pure, granule salt contains no additives. It entirely dissolves, keep your dishes & dishwasher sparkling clean.
MOST EXCELLENT CLEAN-UP AVAILABLE The salt will reactivate your dishwasher’s softener. Your dishwasher will work at maximum performance and with an increased lifetime.
MOST CONVENIENT - Easy pour re-useable packaging. Just pour into your dishwasher’s salt compartment, close and go.
SUPER RESULTS - Your glasses will sparkle and your dishes will shine when you use Good Scure dishwasher salt in your most expensive dishwasher with softener built in."
209,"Liquid Floor Cleaner - All Surface Disinfectant, Schevaran",Cleaning & Household,All Purpose Cleaners,The Green.Company,115,115,https://www.bigbasket.com/media/uploads/p/mm/40148617_3-the-greencompany-liquid-floor-cleaner-all-surface-disinfectant-schevaran.jpg,https://www.bigbasket.com/pd/40148617/the-greencompany-liquid-floor-cleaner-all-surface-disinfectant-schevaran-750-ml-bottle/,Floor & Other Cleaners,8908010189010,2.5,"This floor cleaner is tough on dirt, non-toxic, and easy on the environment. It is formulated by blending safe, eco-friendly chemicals that clean the floor and kills 99.9% germs while leaving a pleasant fragrance. It can be used on ceramic, marble, vitrified tiles, concrete floors, vinyl, rubber and linoleum. It can also be used on painted and varnished surfaces, walls and furniture. It is safe for human skin and suitable for use with hard water. The Aquasave formula results in lower lathering with unaltered efficiency, which leads to less water consumption."
210,Dishwasher Tablets,Cleaning & Household,All Purpose Cleaners,Cleox,1400,1400,https://www.bigbasket.com/media/uploads/p/mm/40206243_1-cleox-dishwasher-tablets.jpg,https://www.bigbasket.com/pd/40206243/cleox-dishwasher-tablets-12-kg/,Imported Cleaners,Invalid Code,,"Multifunction dishwasher discs – are the result of modern technology based on the combined action of polishing, softening and cleaning agents. Efficiently removes dirt and stubborn deposits leaving the dishes clean and bright."
211,Polish &Tarnish Remover - Silver Wipes,Cleaning & Household,All Purpose Cleaners,Weiman,650,650,https://www.bigbasket.com/media/uploads/p/mm/40094680_1-weiman-polish-tarnish-remover-silver-wipes.jpg,https://www.bigbasket.com/pd/40094680/weiman-polish-tarnish-remover-silver-wipes-20-pcs/,Imported Cleaners,Invalid Code,,"Remove tarnish in seconds without rubbing or scrubbing. Its economical too. A 16-ounce bottle costs less than a 12-ounce bottle of competing brands. Just dip the piece you are cleaning in Weiman Instant Tarnish Remover, rinse and your silver and copper is ready for polishing."
212,Gadget Cleaner Spray Sparkling +  Harpic Power Plus Toilet Cleaner (each 500 ml),Cleaning & Household,All Purpose Cleaners,Colin,160,188,https://www.bigbasket.com/media/uploads/p/mm/1213825_1-colin-gadget-cleaner-spray-sparkling-harpic-power-plus-toilet-cleaner-each-500-ml.jpg,https://www.bigbasket.com/pd/1213825/colin-gadget-cleaner-spray-sparkling-harpic-power-plus-toilet-cleaner-each-500-ml-combo/,"Kitchen, Glass & Drain",Invalid Code,,"Colin Gadget Cleaner Spray, 500ml | Suitable for TV, Mobile phone, Laptop and tablets | Zero damage guarantee
Introducing Colin TV and Gadget Cleaner to keep your gadgets shining like new with zero damage guarantee. This laptop and gadget cleaner spray keeps your gadgets dust-free for longer while its zero damage guarantee formula gives your TV and smartphones a sparkling shine. Colin Gadget Cleaner is perfect for cleaning TVs, mobile-phones, laptops and tablets.
Harpic Power Plus Disinfectant Toilet Cleaner - Original, 500 ml
Harpic All in One is the one-stop-shop for all toilet cleaning needs. Unlike ordinary cleaners, it combines the benefits of Tough stain removal, 99.9% germ kill and Freshness. The result is a sparkling clean, hygienic, fresh and germ-free toilet without any mal-odour with every use of Harpic. 5x power action: 5 times better at lime-scale removal VS ordinary cleaners, Helps eliminate mal-odour, Clings to attack stains, Kills all germs (Post 60 minutes of contact with the undiluted product). Harpic All in One is the one-stop-shop for all toilet cleaning needs. Unlike ordinary cleaners, it combines the benefits of Tough stain removal, 99.9% germ kill and Freshness. The result is a sparkling clean, hygienic, fresh and germ-free toilet without any mal-odour with every use of Harpic. 5x power action: 5 times better at lime-scale removal VS ordinary cleaners, Helps eliminate mal-odour, Clings to attack stains, Kills all germs (Post 60 minutes of contact with the undiluted product). Always use Harpic toilet separately. Do not mix with other products."
